,name,description,country,year,genre
184,Бедная Liz,"Сержант канадской полиции Джо Соколофф едет в далекую Россию выполнить последнюю просьбу своей любимой бабушки. Но с первых шагов на исторической родине все планы Джо рушатся – его грабят в поезде «милые соседи».Выскочив из поезда, 30-летний любитель родео и кантри–музыки, глядящий на мир радостными, широко открытыми глазами, оказывается в маленькой кубанской станице практически без денег. Смешной чудак в белой ковбойской шляпе (а именно так его поначалу воспринимают станичники) попадает в «странный мир странных русских». Тут топят новорожденных щенков, едят пойманную в реке рыбу, шлепают детей! Но всего несколько дней понадобилось Джо, чтобы понять этих людей, принять их всем сердцем и влюбиться в красавицу-казачку Лизу. Но есть ли будущее у этой любви?..","Россия, Украина",2013,"комедия, мелодрама"
185,Территория,"По роману Олега Куваева.Территория - это место, где люди проверяются на прочность. Необозримые пространства, где тундра встречается с ледяными торосами Ледовитого океана. Суровый русский север, которому способны бросить вызов немногие. Геолог Илья Чинков, одержимый идеей найти легендарное золото Территории, собирает команду смельчаков, готовых поставить на карту все, включая собственные жизни.«Территория» - масштабная приключенческая драма о воле, сильных характерах и любви. Первый российский фильм, снятый в разрешении 4K.Фильм снимали на Плато Путорана, Красноярский край.",Россия,2014,"драма, приключения, экранизация"
186,Перегон,"1943 год, Чукотка, специальный транзитный аэродром. Жизнь русских и американских летчиков, которые через Аляску и Сибирь перегоняют на фронт американские истребители ""Аэрокобра"".Это история русских, американцев, аборигенов Крайнего Севера, история мужчины и женщины на войне. Любовь русского офицера и американской летчицы Мэри Маклейн сталкивается с языковыми и культурными барьерами, из-за чего возникает множество курьезных и нелепых, а иногда и трагических ситуаций. А рядом с полярным аэродромом существует другой мир - мир местных эскимосов, живущих далекой от войны жизнью. Правда солдат непонятна эскимосу, ведь: ""Человек стреляет в зверя, чтобы съесть его или получить шкуру, из которой можно сделать одежду или лодку. Тогда зачем он стреляет в другого человека, если не собирается его есть?"". ""Перегон"" - это детектив, драма, и как это всегда бывает у Рогожкина, немножко комедия.",Россия,2006,"военный фильм, трагикомедия"
187,Некрасивая подружка - 21. Секрет невесты,"В попытке забыть Алену Николай делает решительный шаг и пытается связать свою судьбу с другой женщиной. И тут же случается катастрофа. Кто стоит за событиями, разрушающими жизнь Коли и его близких? И какое отношение это имеет к тайне, которую так упорно хранит Алена? Тоня пытается спасти друзей, а в ее собственной личной жизни все тоже совсем не гладко...",Россия,2024,детектив
188,Движение вверх,"По одноименной книге Сергея Белова и Александра Коновалова.Есть победы, которые меняют ход истории. Победы духа, победы страны, победы всего мира. Таким триумфом стали легендарные «три секунды» - выигрыш сборной СССР по баскетболу на роковой мюнхенской Олимпиаде 1972 года. Впервые за 36 лет была повержена «непобедимая» команда США.Никто даже помыслить не мог о том, что это возможно – обыграть великолепных непогрешимых американцев на Олимпийских играх! Никто, кроме советских баскетболистов (русских и грузин, украинцев и казахов, белорусов и литовцев).Когда проигрыш означал поражение страны, когда нужно было выходить и бороться в раскаленной обстановке из-за произошедшего теракта, великий тренер сборной СССР был готов на все, лишь бы помочь своим подопечным разбить американский миф о непотопляемой команде мечты. Ведь он знал, что создал самую сильную сборную на планете, и  сначала заставил поверить в это своих игроков, а затем весь мир.",Россия,2017,"драма, спортивный фильм, экранизация"
189,Калашников,"Калашников. Все знают эту фамилию, но не все знают, какой  долгий и тернистый путь  прошел парень-самоучка,  чтобы в 28 создать легендарное оружие АК-47, которое по сей день является символом оружейной мысли нашего времени.",Россия,2020,"биография, исторический фильм"
190,Красавец и чудовище,"Варвара Гвоздикова – торговка помидорами и гроза местного рынка.За словом в карман не лезет, себя в обиду не дает. За непримиримый характер, чумазое лицо и вечную телогрейку Варю называют «чудовищем».Впрочем, не такое уж Варя «чудовище». Просто какой тут лоск, если работаешь от зари до зари, а всю зарплату забирают мать-пьяница и ее непутевый муж? Да и рынок провинциального городка – не то место, где можно научиться хорошим манерам. Варя и сама уже не помнит о времени, когда носила косу, была любимицей отца и лучшей ученицей в классе. Отец умер, и жизнь сложилась так… как сложилась. Варя не жалуется и не унывает, но ровно до того дня, пока не оказывается без дома и без работы. Директор рынка выбрасывает Варю на улицу за то, что она отдавила ногу и нахамила важному клиенту – столичному бизнесмену, красавцу Ивану. А мать не собирается держать дома «дармоедку».",Россия,2014,мелодрама
191,"Анкор, ещё анкор!","Комедийная драма про жизнь маленького провинциального гарнизона. Действие происходит после войны - тут все на виду: семейные ссоры, любовь, смерть, предательство, человеческая подлость и трусость. Это фильм про людей, которые выиграли войну.",Россия,1992,"драма, комедия, мелодрама"
192,Не валяй дурака,"Сентиментальная комедия.Американской разведке удается узнать, что в Архангельской глубинке обнаружено месторождение алмазов. В погоне за выгодным контрактом, изобретательные американцы посылают в воды Северной Двины субмарину с диверсантами и... 200-литровыми бочками спирта на борту...Пошел однажды мужик брёвна из реки тягать - на зиму топливо запасать и выудил одну такую бочку. Загуляла вся деревня... Такой неожиданный праздник устроили сельчанам американские подводники. И встретились за одним столом два великих народа, чтобы узнать друг друга получше...",Россия,1997,комедия
193,Особенности национальной охоты в зимний период,"В провинции Фуцзян жил один человек по имени Ху Чжоу, и был он величайшим охотником. Не было ему равных во всей Поднебесной. Любого зверя или птицу мог изловить. Передал он свои знания людям, но никого не мог назвать своим учеником......А на 13-м кордоне у Кузьмича (Виктор Бычков) все было спокойно. Пока не пожаловали к нему гости. С проверкой.",Россия,2000,комедия
194,Река памяти,"Во время сплава по горной реке Даша падает в воду, ее уносит течением. Тело найти не удается, Дашу признают погибшей. Лера, давно влюбленная в Андрея, Дашиного жениха, утешает его, как может, и после возвращения в Москву они начинают жить вместе. Через два года Андрей делает Лере предложение…. Но когда до свадьбы осталось всего две недели, на глаза Андрею попалась статья в карельской газете, где на одной из фотографий он узнал Дашу.",Россия,2016,мелодрама
195,Лев Яшин. Вратарь моей мечты,"Обычный мальчишка из рабочей семьи, как и все его сверстники, днем и ночью играл в футбол и мечтал быть нападающим. Но за какую бы команду он не играл – во дворе, на заводе, в армии – его неизбежно ставили в ворота. Долговязый, с длинными руками, он мог дотянуться до самого сложного мяча. Его желание играть в поле породило новый, уникальный стиль игры вратаря.Вначале были досадные ошибки и промахи – и пропущенный мяч «от ворот до ворот» за дубль «Динамо», и гол от «Спартака» в первом матче за основной состав, после которого Яшина на целых три года отправили в дубль оттачивать мастерство. Но он неумолимо шел к своей цели и оставался верен своему стилю игры, который потом назовут новаторским, и благодаря которому он станет звездой мирового уровня. Все будут говорить, что Яшин опередил свое время. Он был хозяином в своей штрафной, неизменно в черном свитере с буквой «Д» на груди. Какими только прозвищами его не награждали: «Черный паук», «Черная пантера» и даже «Черный осьминог» за гибкость, молниеносное перемещение и гениальное видение поля.Его триумф приходится на 50-60-е годы, когда сборная СССР, во многом благодаря его блестящей игре, завоевала самые значимые трофеи в футболе. Он станет кумиром миллионов советских болельщиков, которые будут «носить его на руках» ... А потом будет осечка на Чемпионате Мира в Чили, и вся любовь куда-то исчезнет. Его одного обвинят в этом досадном поражении: «Как же, Яшин и не выручил?!» И тогда его жизнь начала превращаться в кошмар: разбитые окна, исписанный ругательствами подъезд, разговоры за спиной, презрительные усмешки и взгляды, и наконец, освистывание своими же болельщиками – теми, кто не так давно боготворил его. Ему пришлось уйти, для него не было места в команде. И некому было его защитить, ведь он последний на рубеже...Позже он с триумфом вернулся и опять стал лучшим не только в своей стране, но и во всем мире – единственным вратарём за всю историю футбола, получившим Золотой мяч.",Россия,2019,"биография, драма, спортивный фильм"
196,Легенда №17,"2 сентября 1972 года. Монреаль. Хоккейная сборная СССР с разгромным счетом 7:3 победила канадских профессионалов из НХЛ в стартовом матче эпохальной Суперсерии СССР-Канада. Это была не просто игра, это была битва за свою страну, которая перевернула мировое представление о хоккее.Теперь весь мир знал его просто по номеру «17». Валерий Харламов, забивший в том матче 2 шайбы мгновенно взлетел на вершину славы. Сбылась его мечта -упорство, спортивный талант и суровые уроки великого тренера Анатолия Тарасова сделали из «номера 17» легенду мирового хоккея.",Россия,2012,"биография, драма, спортивный фильм"
197,Слушая тишину,"Мелодрама.Девушка Настя - самородок из провинции. Она способна слышать музыку, звучащую в тишине.Настя приезжает в Москву учиться ""на композитора"". Но жизнь в столице у неё не складывается. В консерваторию Настю не принимают, ей не рада родная сестра. Но преподаватель, оценив ее талант, берется учить и опекать девушку. Ей с трудом удается найти работу горничной в доме миллионера Дмитрия. Но только кто-то старательно покушается на жизнь работодателя, к которому Настя успела привязаться... Вдобавок к бытовым неурядицам в жизни Насти случается главная трагедия - она перестает слышать музыку...",Россия,2006,мелодрама
198,Ландыш серебристый,"Как стать звездой? Юная Зоя Мисочкина в каталажке провинциального городка Локотки знакомится с двумя продюсерами - Придорожным и Болотовым, от которых только что сбежала примадонна Ирма. Зоя страстно хочет петь, поэтому увязывается за новыми знакомыми. Жизнь Зойки переворачивается. Уроки вокала, салоны красоты, тренажерные залы, презентации - все это должно превратить никому неизвестную невзрачную девочку в новую поп-звезду...",Россия,2000,"комедия, мелодрама"
199,Карп отмороженный,"Елена Михайловна скромно живёт на пенсии в провинциальном городке. Неожиданно для себя она узнаёт о смертельном диагнозе, который может в любой момент оборвать её жизнь. Чтобы лишний раз не тревожить любимого, но постоянно занятого сына, работающего в большом городе бизнес-тренером, и избавить его от потенциальных забот, Елена Михайловна берет дело в свои руки и принимается активно хлопотать над организацией собственных похорон.",Россия,2017,"притча, трагикомедия"
200,Три дня до весны,"Ленинград, февраль 1942 года. У офицера госбезопасности Андреева и молодого врача Марицкой есть всего 72 часа, чтобы предотвратить катастрофу. Жизнь и смерть, любовь и предательство переплетаются в стремительно развивающихся событиях...",Россия,2017,"военный фильм, детектив"
201,Бумер,"«Бумер» - жаргонное название BMW.По ночным улицам Москвы мчится великолепный черный BMW , уходящий от погони. В нем - четыре молодых парня, четыре друга, попавших в переплет. История начинается с простой случайности, которая приводит к цепи событий, переворачивающих жизнь героев. Им приходится бежать, они оказываются вне закона и каждое мгновение балансируют на краю пропасти. Их чёрный «Бумер» на огромной скорости несётся по дорогам, одни события сменяют другие с необычайной быстротой, герои попадают в неразрешимые ситуации, над их жизнями нависает постоянная угроза.",Россия,2003,"боевик, драма, криминальный фильм"
202,Вальс-бостон,"Надежда Петровна – большой начальник, успешный боец восточных единоборств и… совершенно несчастная женщина. Взрослый сын живет своей жизнью и не ценит ее заботы, бывший муж-алкоголик сидит у нее на шее, а коллеги по работе давно окрестили начальницу мужиком в юбке.История могла бы закончиться печально, если бы однажды Надежда Петровна не дошла до точки кипения и не решила в корне изменить свою жизнь. Для начала героиня решила брать уроки бальных танцев…",Россия,2013,мелодрама
203,Мой сводный брат Франкенштейн,"Известие о существовании взрослого сына нарушает покой вполне благополучной московской семьи. Однако никто не мог предположить, что вместе с ним в их дом придет война, а целью его жизни станет стремление защитить от нее свою новую семью.",Россия,2004,драма
204,Смотри на меня!,"Основано на реальных событиях.Нина Левицкая, бывшая оперная певица и мама четверых детей, ничего не знает о судьбе своего мужа, пропавшего из виду почти год назад. По слухам, отец семейства, ответственный работник Александр должен находиться где-то в Москве. Вокруг семьи сгущаются тучи, и, чтобы избежать возможного ареста, Нина экстренно продает все имущество, собирает детей и уезжает из Свердловска в столицу.Путешествие товарным вагоном с остатками домашнего скарба, коровой-кормилицей и пианино сопряжено с каждодневной опасностью. Дорога сводит героев истории со множеством людей: некоторые откровенно опасны, другие дарят тепло и веру в будущее. Трогательные взаимоотношения матери и детей, взаимная поддержка, честность и любовь делают возможным благополучный исход путешествия.История большой семьи разворачивается в сложные годы послевоенного восстановления страны.",Россия,2024,"драма, семейное кино"
205,Далёкие близкие,"Борис работает учителем географии в обычной хабаровской школе. Его жизнь довольно рутинна. Помимо школы и огорода у Бориса есть сын Миша, с которым они в последнее время все реже общаются и стали друг для друга далекими людьми. Все меняется, когда Миша дарит отцу на день рождения свой старый смартфон. Борис начинает разбираться в телефоне и регистрируется в социальных сетях. Случайно он добавляет в друзья одну незнакомую женщину по имени Надежда. Завязывается активная переписка, которая впоследствии становится судьбоносной. В один момент Борис решает отправиться к Надежде в Подмосковье, чтобы сделать ей сюрприз. Он уговаривает сына, который занимается перегоном машин, взять его с собой в путешествие. За время совместной поездки через всю Россию раскрываются старые конфликты между отцом и сыном, выясняются причины их отдаления друг от друга.",Россия,2022,"мелодрама, роуд-муви"
206,Брат-2,"Второй фильм о культовом русском герое 90-х – Даниле Багрове.Участвуя в программе на телевидении, Данила Багров встречает своих друзей по Чечне. Одного из них внезапно убивают. Данила знает, что у друга были неприятности из-за брата-хоккеиста в Америке. Данила должен разобраться. Теперь его фотография ходит по рукам русской и американской мафии. Новоявленные «Аль Капоне» понимают, что нарвались на профессионала…",Россия,2000,"боевик, криминальный фильм"
207,Некрасивая Любовь,"Вся жизнь дурнушки Любы – беспросветная черная полоса. Девушка одинока, в деревне над ней потешаются, а мать пытается свести ее с богатым стариком и поскорее сбыть с рук.Вероятно, «гадкого утенка» ожидал печальный финал, если б однажды доведенная до отчаяния Люба не решилась на сумасшедшую аферу, перевернувшую с ног на голову жизнь в маленьком городке. Девушка похищает деньги из банка и сбегает с «первым парнем на деревне», суля ему миллион за одну-единственную ночь…",Россия,2013,"криминальный фильм, мелодрама"
208,Золотая кровь-1. Чёрный Орлов,"Культуролог Светлана приходит на закрытый прием в Петровском путевом дворце вместе с мужем, профессором Дрёмовым, и этот вечер оказывается для нее роковым. Она не только узнает, что обожаемый муж давно ей изменяет, но и находит труп… Наполеона. Конечно, император он не настоящий – просто аниматор в костюме Бонапарта, - но убит вполне реально. А хуже всего то, что главной подозреваемой в преступлении становится Светлана.Все беды свалились на нее одновременно: ей предстоит развод и битва за ребенка, она теряет работу и пытается найти новое жилье, не оставляя при этом попыток доказать следователю свою невиновность. Благодаря обширным знаниям, уму и наблюдательности Светлана сможет распутать сложное преступление, в центре которого находится загадочный Черный Орлов. А следователь Вадим поймет, что ему не найти лучшей напарницы.",Россия,2021,детектив
209,Я буду жить,"Алла большую часть жизни посвятила своим бывшим мужьям, сыну и дочери. Она работает репетитором, продолжая содержать своих взрослых детей и мужей. Близкие каждый день приходят к ней на обед, совершенно не интересуясь самой Аллой. В один из таких “семейных обедов” Алла чуть не умирает, подавившись картошкой, но близкие этого даже не замечают...Однажды ей приходит в голову план, как освободиться от диктата близких. Алла сообщает семье, что неизлечимо больна. Мужья и дети плачут слезами искреннего сочувствия, но потом задумываются о возможном наследстве… Начинается настоящая битва, прекратить которую Алла может только очень радикальным способом, преподав близким урок и заставив их наконец-то повзрослеть.",Россия,2022,мелодрама
210,Тихая застава,"Фильм снят по мотивам повести Валерия Поволяева ""Тихая застава"" и  основан на реальных событиях.Бой на 12-й пограничной заставе Московского погранотряда в Республике Таджикистан произошел во вторник 13 июля 1993 года. Афганские и таджикские боевики попытались прорваться на территорию этой страны. Российские военные 11 часов отражали атаки противника, 25 человек погибло. После этого наши отступили. Позднее в тот же день застава была отбита. По итогам боя шестеро пограничников были удостоены звания Героя Российской Федерации, в том числе четверо - посмертно.""Тихая застава"" - это фильм не только о 12-й заставе. Почти на всех заставах шли бои, каждая застава имеет свою историю. Но общее одно - самоотверженность и героизм пограничников.",Россия,2011,"военный фильм, драма, экранизация"
211,Коллектор,"Артур - мастер своего дела. Работая только с крупными должниками, он находит всю их подноготную и эффективно использует против них. Он никогда не прибегает к банальным методам, его конек - психологическая атака. Артур умеет виртуозно перевоплощаться, сбивать с толку, выводить из равновесия, и так допекать своих клиентов, что они готовы вернуть все, только бы никогда больше не слышать его голос. Но однажды Артур сам становится мишенью: в сети появляется скандальное видео с его участием, и от него мгновенно отворачиваются друзья и коллеги. Под угрозой оказывается не только его репутация, но и жизнь... Теперь у коллектора есть всего одна ночь чтобы найти того, кто загнал его в угол.Первый российский монофильм.",Россия,2016,драма
212,Конец прекрасной эпохи,"Молодому журналисту и писателю Андрею Лентулову, известному прямотой своих взглядов, свободой мысли и дерзостью суждений, предлагают переехать из Питера в Таллин, чтобы работать в местной газете. Там Андрей с головой уходит в полный противоречий роман с редактором Мариной, бесконечные случайные связи, но, что самое главное - яростное сопротивление системе. Какой была борьба бунтаря, любимца женщин и «самого аморального сотрудника» против жесточайшей цензуры, слежки и ханжества, и кто в ней победил? Обо всем этом расскажет картина, пронизанная эстетикой 60-х, изящной иронией и увенчанная великолепной игрой как признанных (Сергей Гармаш, Федор Добронравов, Дмитрий Астрахан, Светлана Ходченкова), так и молодых, и талантливых (Иван Колесников, Дмитрий Ендальцев) российских актеров.«Конец прекрасной эпохи» - новая картина Станислава Говорухина, снятая по мотивам биографической повести Сергея Довлатова «Компромисс», рассказывает про эпоху, в которую творили, несмотря на запреты, занимались сексом, которого «не было», и боролись за право быть услышанными вопреки повсеместному контролю. Эпоху, конца которой боялись и ждали… Эпоху, которая, несмотря ни на что, оставалась прекрасной.",Россия,2015,"драма, экранизация"
213,Петрович,"Галина живет в деревне и работает бригадиром на местном тарном заводе. За крутой нрав и привычку носить мужские вещи деревенские не без некоторой опаски называют ее Петровичем. И не напрасно. Галя не дает спуску ни рабочим, ни даже представителям администрации.Однажды в деревню приезжает художник-немец, прадед которого когда-то и построил в этих местах тарный завод. Немца, сносно говорящего по-русски, определяют на постой как раз в дом Галины. И тут происходит настоящее чудо: оказывается под личиной грубоватого Петровича скрывается красивая и нежная женщина. Между хозяйкой дома и ее гостем намечается роман. Но сумеют ли они преодолеть предрассудки и сотни сложностей, неожиданно возникших на их пути?",Россия,2012,мелодрама
214,Президент и его внучка,"Вьюжной предновогодней ночью произошло роковое событие. В роддом доставили молодую женщину, у которой начались преждевременные роды в результате автокатастрофы. Ситуация осложнилась тем, что свекром роженицы был известный генерал. Насмерть перепуганный врач, перед носом которого свирепый генерал размахивает именным пистолетом, находит единственный выход. Одна из двух девочек-близняшек, родившихся у матери-одиночки, будущей художницы, объявляется генеральской внучкой.31 декабря 1999 года на кремлевской елке встречаются дочь художницы и… внучка нового президента Российской Федерации! “Принцесса” и “нищенка”, разумеется, меняются местами…Не случись этого забавного недоразумения, с Россией могли бы произойти очень крупные неприятности…",Россия,1999,"комедия, приключения"
215,Норвег,"На москвича Кириллова (Евгений Миронов) как снег на голову сваливается руководство клининговым агентством «Настенька», в штате которого эмигрантки из Азии. Ситуация осложняется тем, что Кириллов планирует уехать в Норвегию и ждет в гости невесту — типичную европейскую женщину с весьма жесткими понятиями о свободе и толерантности. Мысль о том, что она узнает об эксплуатации «женщин Востока», приводит его в ужас и заставляет всячески изворачиваться, скрывая «гарем».",Россия,2015,мелодрама
216,Комедия строгого режима,"Комедия-гротеск по произведениям Сергея Довлатова. Чтобы отличиться перед высоким начальством, руководство колонии решает силами заключённых поставить революционный спектакль к 100-летию Ленина. Заключённые, войдя в роль, начинают думать и действовать подобно своим историческим персонажам...",Россия,1992,комедия
217,Некрасивая подружка - 10. Палата №13,"Работать с мужчинами – сущее наказание. Мало того, что Тоня раскрывает за них преступления, так ей еще надо делать вид, что их раскрывают они. Новое дело подполковника Дювбанова – как говорится, на одну трубку. Тоня очень старается не лезть в чужое расследование... но, конечно, увлекается и разгадывает тайну двух смертей в тринадцатой палате местной больницы. Беда в том, что Дювбанов уже нашел убийцу – и никакие несостыковки в деле его не смущают.  Тем временем, у Тони появляется враг, затевающий с ней смертельную игру...",Россия,2022,детектив
218,Некрасивая подружка - 11. Ключ на дне озера,"В затопленной машине найден труп женщины. Несчастный случай? Самоубийство? Выясняется, однако, что на момент смерти несчастная была без сознания: ее накачали снотворным. В кармане убитой находят ключ, но от чего он? Тоне предстоит разгадать семейную тайну, которую кто-то с удовольствием оставил бы на дне озера...",Россия,2022,детектив
219,Единичка,"Август 1944-го. Советские войска продолжают наступление в Восточной Польше. Батарея лейтенанта Егорова получает задание – удержать мост, через который планируется переправа частей Советской Армии. Прибыв на позицию, бойцы обнаруживают разрушенный монастырь, а в нем – группу глухонемых сирот с монахиней-воспитательницей Евой. Утратив сестер-монахинь, она нашла смысл жизни в спасении немощных и беззащитных детей. Лейтенант Егоров оказывается перед  сложным выбором – выполняя приказ командования, он будет вынужден поставить под угрозу жизнь маленьких поляков. Артиллеристы изо всех сил стараются не допустить смерти детей…",Россия,2015,"военный фильм, драма"
220,Уик-энд,"Сюжет основан на главной идее французского романа Ноэля Калефа «Лифт на эшафот», когда человек совершил убийство и застрял в лифте.Чёрно-белая лента - своеобразный ремейк французской картины 1957 года Луи Малля ""Лифт на эшафот"".Действие перенесено в наше время, в российский мегаполис у моря, с другими персонажами и другим сюжетом.По сюжету фильма главный герой, работающий в крупной компании, убивает аудитора, уличившего его в мошенничестве. Он обставляет убийство как самоубийство и уходит из здания, но потом возвращается за важными бумагами и застревает в лифте. Как водится, всякое преступление влечет за собой наказание. Другое дело – какое и за что? Речь идет о ситуации и внутренних муках человека, совершившего убийство и поставленного перед непростым выбором: сознаться в содеянном или же взять на себя вину за преступление, которого он не совершал.",Россия,2013,психологический детектив
